species_code,English name
stofly1,Stolid Flycatcher
purfly1,Puerto Rican Flycatcher
leafly1,Lesser Antillean Flycatcher
cattyr,Cattle Tyrant
leskis1,Lesser Kiskadee
grekis,Great Kiskadee
bobfly1,Boat-billed Flycatcher
rumfly1,Rusty-margined Flycatcher
socfly1,Social Flycatcher
grcfly1,Gray-capped Flycatcher
ducfly2,Dusky-chested Flycatcher
whbfly1,White-bearded Flycatcher
whrfly,White-ringed Flycatcher
yetfly2,Yellow-throated Flycatcher
thsfly2,Three-striped Flycatcher
lebfly2,Lemon-browed Flycatcher
gobfly1,Golden-bellied Flycatcher
gocfly1,Golden-crowned Flycatcher
baifly1,Baird's Flycatcher
strfly1,Streaked Flycatcher
subfly,Sulphur-bellied Flycatcher
pirfly1,Piratic Flycatcher
varfly,Variegated Flycatcher
croslf1,Crowned Slaty Flycatcher
sulfly1,Sulphury Flycatcher
sntkin1,Snowy-throated Kingbird
whtkin1,White-throated Kingbird
trokin,Tropical Kingbird
coukin,Couch's Kingbird
caskin,Cassin's Kingbird
thbkin,Thick-billed Kingbird
weskin,Western Kingbird
easkin,Eastern Kingbird
grykin,Gray Kingbird
logkin,Loggerhead Kingbird
giakin1,Giant Kingbird
sctfly,Scissor-tailed Flycatcher
fotfly,Fork-tailed Flycatcher
alblyr1,Albert's Lyrebird
suplyr1,Superb Lyrebird
rusbir1,Rufous Scrub-bird
nosbir1,Noisy Scrub-bird
whecat1,White-eared Catbird
ocbcat1,Ochre-breasted Catbird
taccat1,Tan-capped Catbird
spocat2,Spotted Catbird
huocat1,Huon Catbird
bkccat1,Black-capped Catbird
norcat1,Northern Catbird
arfcat1,Arfak Catbird
spocat1,Black-eared Catbird
grecat1,Green Catbird
tobcat2,Tooth-billed Bowerbird
arcbow1,Archbold's Bowerbird
vogbow2,Vogelkop Bowerbird
macbow2,MacGregor's Bowerbird
strbow1,Streaked Bowerbird
gofbow1,Golden-fronted Bowerbird
golbow1,Golden Bowerbird
flabow3,Masked Bowerbird
flabow2,Flame Bowerbird
fimbow1,Fire-maned Bowerbird
regbow1,Regent Bowerbird
satbow1,Satin Bowerbird
wesbow1,Western Bowerbird
spobow1,Spotted Bowerbird
grebow1,Great Bowerbird
yebbow1,Yellow-breasted Bowerbird
fabbow1,Fawn-breasted Bowerbird
paptre1,Papuan Treecreeper
whttre3,White-throated Treecreeper
whbtre2,White-browed Treecreeper
rebtre1,Red-browed Treecreeper
brotre2,Brown Treecreeper
bkttre1,Black-tailed Treecreeper
ruftre3,Rufous Treecreeper
grygra1,Gray Grasswren
strgra4,Pilbara Grasswren
sangra1,Sandhill Grasswren
rusgra1,Opalton Grasswren
strgra2,Striated Grasswren
whtgra1,White-throated Grasswren
cargra2,Carpentarian Grasswren
shtgra1,Short-tailed Grasswren
thbgra1,Western Grasswren
thbgra4,Thick-billed Grasswren
blagra1,Black Grasswren
eyrgra1,Eyrean Grasswren
dusgra1,Dusky Grasswren
kalgra1,Kalkadoon Grasswren
souemu1,Southern Emuwren
rucemu1,Rufous-crowned Emuwren
malemu1,Mallee Emuwren
walfai1,Wallace's Fairywren
orcfai1,Orange-crowned Fairywren
brbfai1,Broad-billed Fairywren
brbfai2,Campbell's Fairywren
empfai1,Emperor Fairywren
pucfai2,Purple-crowned Fairywren
rewfai1,Red-winged Fairywren
blbfai1,Blue-breasted Fairywren
varfai1,Purple-backed Fairywren
varfai5,Variegated Fairywren
lovfai1,Lovely Fairywren
splfai1,Splendid Fairywren
supfai1,Superb Fairywren
whwfai1,White-winged Fairywren
rebfai1,Red-backed Fairywren
whsfai1,White-shouldered Fairywren
daehon1,Dark-eared Myza
grshon1,White-eared Myza
easspi1,Eastern Spinebill
wesspi1,Western Spinebill
piehon1,Pied Honeyeater
plahon1,Plain Honeyeater
marhon1,Marbled Honeyeater
sthhon1,Streak-headed Honeyeater
tui1,Tui
nezbel1,New Zealand Bellbird
chibel1,Chatham Islands Bellbird
pubhon1,Puff-backed Honeyeater
yeshon1,Yellow-spotted Honeyeater
lewhon1,Lewin's Honeyeater
stbhon3,Streak-breasted Honeyeater
kimhon1,Kimberley Honeyeater
whlhon1,White-lined Honeyeater
orchon1,Orange-cheeked Honeyeater
forhon1,Forest Honeyeater
spbmel1,Mottled Honeyeater
yeghon1,Yellow-gaped Honeyeater
moumel1,Mountain Honeyeater
scrhon1,Scrub Honeyeater
mimhon1,Mimic Honeyeater
taghon1,Tagula Honeyeater
grahon2,Graceful Honeyeater
grahon5,Cryptic Honeyeater
grahon3,Elegant Honeyeater
yelhon1,Yellow Honeyeater
whghon1,White-gaped Honeyeater
whfhon1,White-fronted Honeyeater
yefhon1,Yellow-faced Honeyeater
blthon1,Black-throated Honeyeater
obshon1,Obscure Honeyeater
yethon3,Yellow-tufted Honeyeater
pughon1,Purple-gaped Honeyeater
belmin1,Bell Miner
noimin1,Noisy Miner
yetmin1,Yellow-throated Miner
blemin1,Black-eared Miner
soomel1,Sooty Honeyeater
shbmel1,Short-bearded Honeyeater
lobmel1,Long-bearded Honeyeater
ornmel1,Ornate Melidectes
cibmel1,Cinnamon-browed Melidectes
vogmel1,Vogelkop Melidectes
huomel1,Huon Melidectes
belmel1,Belford's Melidectes
yebmel1,Yellow-browed Melidectes
brihon1,Bridled Honeyeater
eunhon1,Eungella Honeyeater
spchon1,Spiny-cheeked Honeyeater
bruwat1,Little Wattlebird
litwat1,Western Wattlebird
reghon1,Regent Honeyeater
redwat1,Red Wattlebird
yelwat1,Yellow Wattlebird
varhon1,Varied Honeyeater
manhon1,Mangrove Honeyeater
sinhon1,Singing Honeyeater
yephon1,Yellow-plumed Honeyeater
whphon1,White-plumed Honeyeater
yethon2,Yellow-tinted Honeyeater
fushon1,Fuscous Honeyeater
gyhhon1,Gray-headed Honeyeater
gyfhon1,Gray-fronted Honeyeater
bouhon1,Bougainville Honeyeater
brbhon1,Brown-backed Honeyeater
babhon1,Bar-breasted Honeyeater
rubhon2,Rufous-banded Honeyeater
ruthon1,Rufous-throated Honeyeater
gryhon1,Gray Honeyeater
descha1,Gibberbird
yelcha1,Yellow Chat
cricha1,Crimson Chat
oracha1,Orange Chat
whfcha1,White-fronted Chat
arfhon1,Arfak Honeyeater
smohon1,Smoky Honeyeater
washon1,Foja Honeyeater
spahon1,Spangled Honeyeater
machon3,Macgregor's Honeyeater
lobhon2,Long-billed Honeyeater
olistr1,Olive Straightbill
tawstr1,Tawny Straightbill
blahon1,Black Honeyeater
bismel1,Bismarck Honeyeater
sermyz1,Seram Myzomela
whcmyz1,White-chinned Myzomela
retmyz1,Ruby-throated Myzomela
ashmyz1,Ashy Myzomela
dusmyz4,Moluccan Myzomela
dusmyz3,Red-tinged Myzomela
dusmyz2,Biak Myzomela
dusmyz5,Dusky Myzomela
redmyz2,Red Myzomela
redmyz3,Reddish Myzomela
blamyz1,Papuan Black Myzomela
neimyz1,New Ireland Myzomela
alomyz1,Alor Myzomela
crhmyz1,Crimson-hooded Myzomela
rehmyz1,Red-headed Myzomela
summyz1,Sumba Myzomela
rotmyz2,Rote Myzomela
moumyz1,Elfin Myzomela
sulmyz1,Sulawesi Myzomela
sulmyz3,Bacan Myzomela
talmyz1,Taliabu Myzomela
wakmyz1,Wakolo Myzomela
banmyz1,Banda Myzomela
necmyz1,New Caledonian Myzomela
scamyz1,Scarlet Myzomela
micmyz1,Micronesian Myzomela
carmyz1,Cardinal Myzomela
carmyz4,Samoan Myzomela
rotmyz1,Rotuma Myzomela
scbmyz1,Sclater's Myzomela
ebomyz1,Bismarck Black Myzomela
scnmyz1,Scarlet-naped Myzomela
yevmyz1,Yellow-vented Myzomela
rebmyz1,Red-bellied Myzomela
blhmyz1,Black-headed Myzomela
soomyz1,Sooty Myzomela
orbmyz1,Sulphur-breasted Myzomela
blbmyz1,Black-bellied Myzomela
bkbmyz1,Black-breasted Myzomela
recmyz1,Red-collared Myzomela
recmyz3,Long-billed Myzomela
barhon2,Barred Honeyeater
tachon1,Tawny-crowned Honeyeater
nehhon1,Vanuatu Honeyeater
grbhon1,Green-backed Honeyeater
leahon1,Leaden Honeyeater
olshon1,Yellow-streaked Honeyeater
rushon1,Rufous-sided Honeyeater
mayhon1,Mayr's Honeyeater
rubhon1,Rufous-backed Honeyeater
blbhon1,Gray-streaked Honeyeater
banhon1,Banded Honeyeater
sunhon1,Sunda Honeyeater
olihon1,Olive Honeyeater
brohon1,Brown Honeyeater
dabhon1,Dark-brown Honeyeater
whthon2,White-tufted Honeyeater
siehon1,Silver-eared Honeyeater
burhon1,Buru Honeyeater
serhon1,Seram Honeyeater
yeehon1,Yellow-eared Honeyeater
blchon1,Black-chested Honeyeater
crehon2,Crescent Honeyeater
nehhon2,New Holland Honeyeater
whchon2,White-cheeked Honeyeater
whshon1,White-streaked Honeyeater
whehon1,White-eared Honeyeater
yethon1,Yellow-throated Honeyeater
blfhon1,Blue-faced Honeyeater
whthon1,White-throated Honeyeater
whnhon3,Gilbert's Honeyeater
whnhon2,White-naped Honeyeater
blhhon1,Black-headed Honeyeater
brhhon1,Brown-headed Honeyeater
blchon2,Black-chinned Honeyeater
stbhon2,Strong-billed Honeyeater
sacmel1,Makira Honeyeater
guahon1,Guadalcanal Honeyeater
kanhon1,Kadavu Honeyeater
chagih1,Yellow-billed Giant-Honeyeater
duegih1,Duetting Giant-Honeyeater
mao1,Mao
crohon1,Crow Honeyeater
weswah1,Western Wattled-Honeyeater
easwah1,Eastern Wattled-Honeyeater
norwah1,Northern Wattled-Honeyeater
tabhon1,Tawny-breasted Honeyeater
spohon3,Spotted Honeyeater
machon2,Macleay's Honeyeater
strhon1,Striped Honeyeater
paihon1,Painted Honeyeater
whsfri1,White-streaked Friarbird
litfri1,Little Friarbird
meyfri1,Meyer's Friarbird
timfri1,Timor Friarbird
gryfri1,Gray Friarbird
brafri1,Brass's Friarbird
dusfri1,Morotai Friarbird
bkffri1,Buru Friarbird
bkffri2,Tanimbar Friarbird
serfri1,Seram Friarbird
neifri1,New Ireland Friarbird
helfri1,Helmeted Friarbird
whnfri1,White-naped Friarbird
nebfri1,New Britain Friarbird
sicfri1,Silver-crowned Friarbird
noifri1,Noisy Friarbird
necfri1,New Caledonian Friarbird
wesbri1,Western Bristlebird
easbri1,Eastern Bristlebird
rufbri1,Rufous Bristlebird
spopar1,Spotted Pardalote
fospar1,Forty-spotted Pardalote
rebpar6,Red-browed Pardalote
strpar1,Striated Pardalote
dwawhi1,Goldenface
fernwr1,Fernwren
pilotb1,Pilotbird
redthr1,Redthroat
spewar3,Speckled Warbler
shyhea1,Shy Heathwren
chrhea1,Chestnut-rumped Heathwren
strfie1,Striated Fieldwren
ruffie2,Rufous Fieldwren
ruffie3,Western Fieldwren
weebil1,Weebill
yetscr1,Yellow-throated Scrubwren
momwar1,Mountain Mouse-Warbler
rumwar1,Rusty Mouse-Warbler
rocwar1,Rockwarbler
tasscr1,Tasmanian Scrubwren
whbscr1,White-browed Scrubwren
whbscr3,Spotted Scrubwren
athscr1,Atherton Scrubwren
becscr1,Tropical Scrubwren
labscr2,Large-billed Scrubwren
larscr1,Large Scrubwren
pabscr1,Pale-billed Scrubwren
bimwar1,Bicolored Mouse-Warbler
vogscr1,Vogelkop Scrubwren
bufscr1,Buff-faced Scrubwren
gygscr1,Gray-green Scrubwren
papscr1,Papuan Scrubwren
scrubt2,Scrubtit
souwhi1,Southern Whiteface
banwhi1,Banded Whiteface
chbwhi1,Chestnut-breasted Whiteface
yertho1,Yellow-rumped Thornbill
mouger1,Gray Thornbill
paptho1,Papuan Thornbill
yeltho1,Yellow Thornbill
strtho1,Striated Thornbill
inltho1,Inland Thornbill
tastho1,Tasmanian Thornbill
moutho1,Mountain Thornbill
brotho1,Brown Thornbill
slbtho1,Slaty-backed Thornbill
slbtho2,Slender-billed Thornbill
chrtho1,Chestnut-rumped Thornbill
westho1,Western Thornbill
burtho1,Buff-rumped Thornbill
yebger1,Yellow-bellied Gerygone
broger1,Brown Gerygone
gnbger1,Green-backed Gerygone
faiger1,Fairy Gerygone
labger1,Large-billed Gerygone
biager1,Biak Gerygone
plager1,Plain Gerygone
rusger1,Rufous-sided Gerygone
whtger1,White-throated Gerygone
gobger1,Golden-bellied Gerygone
dusger1,Dusky Gerygone
fatger1,Fan-tailed Gerygone
fatger3,Rennell Gerygone
manger1,Mangrove Gerygone
wesger1,Western Gerygone
brbger1,Brown-breasted Gerygone
lohger1,Lord Howe Gerygone
noiger1,Norfolk Island Gerygone
gryger1,Gray Gerygone
chiger2,Chatham Islands Gerygone
negbab1,Papuan Babbler
gycbab1,Gray-crowned Babbler
whbbab3,White-browed Babbler
halbab1,Hall's Babbler
chcbab2,Chestnut-crowned Babbler
norlog1,Papuan Logrunner
soulog1,Australian Logrunner
chowch1,Chowchilla
spqthr1,Spotted Quail-thrush
chequt1,Chestnut Quail-thrush
copqut1,Copperback Quail-thrush
cbqthr1,Chestnut-breasted Quail-thrush
chbqut1,Western Quail-thrush
ciqthr1,Cinnamon Quail-thrush
nulqut1,Nullarbor Quail-thrush
paqthr1,Painted Quail-thrush
spjbab1,Spotted Jewel-babbler
blujeb1,Blue Jewel-babbler
blujeb2,Dimorphic Jewel-babbler
cbjbab1,Chestnut-backed Jewel-babbler
whbmin3,White-bellied Minivet
whbmin2,Jerdon's Minivet
fiemin1,Fiery Minivet
smamin1,Small Minivet
gycmin1,Gray-chinned Minivet
sunmin1,Sunda Minivet
shbmin2,Short-billed Minivet
flomin1,Flores Minivet
lotmin1,Long-tailed Minivet
scamin3,Orange Minivet
scamin1,Scarlet Minivet
ryumin1,Ryukyu Minivet
ashmin1,Ashy Minivet
brrmin1,Brown-rumped Minivet
rosmin1,Rosy Minivet
ashcus3,Comoro Cuckooshrike
ashcus2,Madagascar Cuckooshrike
gracus1,Grauer's Cuckooshrike
grycus1,Gray Cuckooshrike
whbcus2,White-breasted Cuckooshrike
stbcus1,Stout-billed Cuckooshrike
hoocus1,Hooded Cuckooshrike
piecus1,Pied Cuckooshrike
cercus1,Cerulean Cuckooshrike
grocus1,Ground Cuckooshrike
yeecus1,Barred Cuckooshrike
boycus1,Boyer's Cuckooshrike
bkfcus1,Black-faced Cuckooshrike
melcus3,North Melanesian Cuckooshrike
whbcus1,White-bellied Cuckooshrike
molcus1,Moluccan Cuckooshrike
whbcus4,Manus Cuckooshrike
melcus1,South Melanesian Cuckooshrike
larcuc1,Indian Cuckooshrike
larcuc11,Oriental Cuckooshrike
larcuc3,Malayan Cuckooshrike
babcus1,Bar-bellied Cuckooshrike
babcuc19,Mindoro Cuckooshrike
babcuc5,Visayan Cuckooshrike
mincuc1,Mindanao Cuckooshrike
babcuc24,Sulu Cuckooshrike
andcus1,Andaman Cuckooshrike
suncus1,Sunda Cuckooshrike
walcus1,Wallacean Cuckooshrike
halcus1,Halmahera Cuckooshrike
burcus1,Buru Cuckooshrike
whrcus1,White-rumped Cuckooshrike
slacus1,Slaty Cuckooshrike
ghacus1,Ghana Cuckooshrike
oricus1,Oriole Cuckooshrike
blkcus1,Black Cuckooshrike
petcus1,Petit's Cuckooshrike
rescus1,Red-shouldered Cuckooshrike
putcus1,Purple-throated Cuckooshrike
golcus1,Golden Cuckooshrike
mcgcus1,McGregor's Cuckooshrike
poltri1,Polynesian Triller
samtri1,Samoan Triller
lottri1,Long-tailed Triller
whwtri2,White-shouldered Triller
whwtri1,White-winged Triller
blbtri1,Black-browed Triller
bkbtri2,Biak Triller
whbtri1,White-browed Triller
vartri1,Varied Triller
vartri3,Mussau Triller
bawtri1,Black-and-white Triller
whrtri1,White-rumped Triller
pietri1,Pied Triller
rubtri1,Rufous-bellied Triller
reucus1,Reunion Cuckooshrike
maucus1,Mauritius Cuckooshrike
bkwcus1,Black-winged Cuckooshrike
bkhcus1,Black-headed Cuckooshrike
lescus1,Lesser Cuckooshrike
indcus1,Indochinese Cuckooshrike
pygcus1,Pygmy Cuckooshrike
blucus1,Blue Cuckooshrike
neccus1,New Caledonian Cuckooshrike
blacus1,Blackish Cuckooshrike
whwcus1,White-winged Cuckooshrike
bkbcus2,Black-bellied Cicadabird
sumcus1,Pale-shouldered Cicadabird
kaicus1,Kai Cicadabird
timcic1,Timor Cicadabird
pagcus1,Pale Cicadabird
cicada3,Pohnpei Cicadabird
bkbcus1,Black-bibbed Cicadabird
gyhcus1,Gray-headed Cicadabird
negcus1,Black Cicadabird
soicus1,Solomons Cicadabird
solcuc4,Malaita Cicadabird
cicada7,Makira Cicadabird
mancic1,Manus Cicadabird
sancic1,Sangihe Cicadabird
cicada4,Palau Cicadabird
cicada5,Yap Cicadabird
cemcic1,Central Melanesian Cicadabird
sulcus2,Sulawesi Cicadabird
comcic4,Geelvink Cicadabird
comcic19,Banggai Cicadabird
comcic20,Obi Cicadabird
sulcus1,Sula Cicadabird
nomcic1,North Moluccan Cicadabird
papcus1,Papuan Cicadabird
comcic6,Bismarck Cicadabird
comcic5,Rossel Cicadabird
comcic11,South Moluccan Cicadabird
cicada1,Sahul Cicadabird
whiteh1,Whitehead
yellow3,Yellowhead
pipipi1,Pipipi
blksit1,Black Sittella
varsit1,Papuan Sittella
varsit8,Varied Sittella
papwhi1,Papuan Whipbird
easwhi1,Eastern Whipbird
weswhi1,Western Whipbird
chiwed1,Chiming Wedgebill
chiwed2,Chirruping Wedgebill
watplo1,Wattled Ploughbill
crebel1,Crested Bellbird
runwhi1,Rufous-naped Bellbird
crepit1,Piping Bellbird
cresht1,Eastern Shrike-tit
cresht2,Western Shrike-tit
cresht3,Northern Shrike-tit
titber1,Tit Berrypecker
creber3,Western Crested Berrypecker
creber2,Eastern Crested Berrypecker
bhsbab1,Black-headed Shrike-Babbler
wbsbab2,Pied Shrike-Babbler
whbshb1,White-browed Shrike-Babbler
grsbab1,Green Shrike-Babbler
besbab1,Black-eared Shrike-Babbler
cfsbab1,Trilling Shrike-Babbler
clishb1,Clicking Shrike-Babbler
whbyuh1,White-bellied Erpornis
rubpep1,Rufous-browed Peppershrike
blbpep1,Black-billed Peppershrike
gyegre1,Gray-eyed Greenlet
rucgre1,Rufous-crowned Greenlet
oligre1,Olivaceous Greenlet
ashgre1,Ashy-headed Greenlet
scrgre1,Scrub Greenlet
gycgre1,Gray-chested Greenlet
brhgre1,Brown-headed Greenlet
lecgre2,Lemon-chested Greenlet
cssvir1,Chestnut-sided Shrike-Vireo
grsvir1,Green Shrike-Vireo
ybsvir1,Yellow-browed Shrike-Vireo
scsvir1,Slaty-capped Shrike-Vireo
tacgre1,Tawny-crowned Greenlet
lesgre1,Lesser Greenlet
ducgre1,Dusky-capped Greenlet
bucgre1,Buff-cheeked Greenlet
gofgre1,Golden-fronted Greenlet
rungre1,Rufous-naped Greenlet
golvir1,Golden Vireo
blmvir1,Blue Mountain Vireo
slavir1,Slaty Vireo
bkcvir1,Black-capped Vireo
dwavir1,Dwarf Vireo
whevir,White-eyed Vireo
thbvir,Thick-billed Vireo
manvir1,Mangrove Vireo
cozvir1,Cozumel Vireo
stavir1,San Andres Vireo
jamvir1,Jamaican Vireo
cubvir1,Cuban Vireo
purvir1,Puerto Rican Vireo
flbvir1,Flat-billed Vireo
belvir,Bell's Vireo
gryvir,Gray Vireo
hutvir,Hutton's Vireo
yetvir,Yellow-throated Vireo
yewvir1,Yellow-winged Vireo
chovir1,Choco Vireo
casvir,Cassin's Vireo
buhvir,Blue-headed Vireo
plsvir,Plumbeous Vireo
tepgre1,Tepui Vireo
phivir,Philadelphia Vireo
warvir,Warbling Vireo
brcvir1,Brown-capped Vireo
reevir1,Red-eyed Vireo
chivir1,Chivi Vireo
norvir1,Noronha Vireo
yegvir,Yellow-green Vireo
bkwvir,Black-whiskered Vireo
yucvir,Yucatan Vireo
ruspit1,Rusty Pitohui
whbpit1,White-bellied Pitohui
sansht2,Sandstone Shrikethrush
bowsht1,Bower's Shrikethrush
grysht1,Gray Shrikethrush
soosht1,Sooty Shrikethrush
litshr5,Variable Shrikethrush
litshr6,Waigeo Shrikethrush
litshr1,Mamberamo Shrikethrush
litshr3,Sepik-Ramu Shrikethrush
rufsht2,Arafura Shrikethrush
litshr4,Tagula Shrikethrush
litshr2,Rufous Shrikethrush
blapit1,Black Pitohui
sansht1,Sangihe Whistler
mabwhi1,Maroon-backed Whistler
oliwhi1,Olive Whistler
relwhi1,Red-lored Whistler
gilwhi1,Gilbert's Whistler
batwhi1,Bare-throated Whistler
fabwhi1,Fawn-breasted Whistler
regwhi1,Regent Whistler
necwhi2,Vanuatu Whistler
vogwhi1,Vogelkop Whistler
sclwhi1,Sclater's Whistler
whtwhi1,White-throated Fiji Whistler
fijwhi1,Yellow-throated Fiji Whistler
samwhi1,Samoan Whistler
tonwhi1,Tongan Whistler
necwhi3,New Caledonian Whistler
guhwhi1,Guadalcanal Hooded Whistler
bohwhi1,Bougainville Hooded Whistler
biswhi1,Bismarck Whistler
louwhi1,Louisiade Whistler
temwhi2,Nendo Whistler
temwhi3,Utupua Whistler
temwhi4,Vanikoro Whistler
oriwhi1,Oriole Whistler
renwhi1,Rennell Whistler
rubwhi1,Tenggara Whistler
rubwhi2,Selayar Whistler
yetwhi1,Moluccan Whistler
yetwhi6,Babar Whistler
bkcwhi1,Black-chinned Whistler
golwhi2,Baliem Whistler
y01193,Golden Whistler
bltwhi1,Black-tailed Whistler
mornin1,Morningbird
brbwhi1,Brown-backed Whistler
lorwhi1,Lorentz's Whistler
gobwhi1,Golden-backed Whistler
yebwhi1,Yellow-bellied Whistler
borwhi1,Bornean Whistler
subwhi1,Sulphur-bellied Whistler
manwhi1,Mangrove Whistler
grbwhi1,Green-backed Whistler
whvwhi1,White-vented Whistler
islwhi2,Island Whistler
biawhi1,Biak Whistler
ruswhi1,Rusty Whistler
grywhi2,Gray Whistler
walwhi1,Wallacean Whistler
drawhi1,Drab Whistler
whbwhi1,White-bellied Whistler
blhwhi1,Black-headed Whistler
rufwhi1,Rufous Whistler
whbwhi2,White-breasted Whistler
hoopit1,Hooded Pitohui
varpit4,Raja Ampat Pitohui
varpit2,Northern Variable Pitohui
varpit3,Southern Variable Pitohui
timori1,Timor Oriole
timori3,Wetar Oriole
burori2,Buru Oriole
burori3,Tanimbar Oriole
serori1,Seram Oriole
halori1,Halmahera Oriole
broori1,Brown Oriole
olbori1,Olive-backed Oriole
greori1,Green Oriole
datori1,Dark-throated Oriole
datori7,Ventriloquial Oriole
whlori1,White-lored Oriole
phiori1,Philippine Oriole
isaori1,Isabela Oriole
eugori2,Eurasian Golden Oriole
ingori1,Indian Golden Oriole
afgori2,African Golden Oriole
blnori1,Black-naped Oriole
slbori1,Slender-billed Oriole
grhori1,Green-headed Oriole
satori1,Sao Tome Oriole
wbhori1,Western Black-headed Oriole
dahori1,Ethiopian Black-headed Oriole
abhori1,African Black-headed Oriole
bltori1,Black-tailed Oriole
blwori1,Black-winged Oriole
blhori1,Black-hooded Oriole
blaori1,Black Oriole
bacori1,Black-and-crimson Oriole
bacori3,Javan Oriole
marori2,Maroon Oriole
silori1,Silver Oriole
wetfig1,Wetar Figbird
grnfig1,Green Figbird
ausfig1,Australasian Figbird
noipio1,North Island Piopio
soipio1,South Island Piopio
blbboa1,Black-breasted Boatbill
yebboa1,Yellow-breasted Boatbill
ashwoo2,Ashy Woodswallow
fijwoo1,Fiji Woodswallow
whbwoo8,Ivory-backed Woodswallow
grewoo1,Great Woodswallow
whbwoo4,White-breasted Woodswallow
biswoo1,Bismarck Woodswallow
maswoo1,Masked Woodswallow
whbwoo5,White-browed Woodswallow
blfwoo1,Black-faced Woodswallow
duswoo1,Dusky Woodswallow
litwoo4,Little Woodswallow
moupel1,Mountain Peltops
lowpel1,Lowland Peltops
blbbut1,Black-backed Butcherbird
grybut1,Gray Butcherbird
sibbut1,Silver-backed Butcherbird
hoobut1,Hooded Butcherbird
tagbut1,Tagula Butcherbird
piebut1,Pied Butcherbird
blabut1,Black Butcherbird
ausmag2,Australian Magpie
piecur1,Pied Currawong
blacur2,Black Currawong
grycur1,Gray Currawong
motwhi1,Mottled Berryhunter
whtshr1,White-tailed Shrike
chweye1,Chestnut Wattle-eye
weawae1,West African Wattle-eye
wsweye1,White-spotted Wattle-eye
btweye2,Brown-throated Wattle-eye
wfweye1,White-fronted Wattle-eye
btweye1,Black-throated Wattle-eye
baweye1,Banded Wattle-eye
rcweye1,Red-cheeked Wattle-eye
bnweye1,Black-necked Wattle-eye
jaweye1,Jameson's Wattle-eye
ybweye1,Yellow-bellied Wattle-eye
boubat1,Boulton's Batis
shtbat1,Short-tailed Batis
darbat1,Dark Batis
ruwbat1,Rwenzori Batis
capbat10,Cape Batis
capbat2,Malawi Batis
woobat1,Woodwards' Batis
chibat1,Chinspot Batis
palbat1,Pale Batis
pribat1,Pririt Batis
senbat1,Senegal Batis
gyhbat1,Gray-headed Batis
bkhbat1,Western Black-headed Batis
bkhbat2,Eastern Black-headed Batis
pygbat1,Pygmy Batis
verbat1,Verreaux's Batis
itubat1,Ituri Batis
fepbat1,Bioko Batis
weabat1,West African Batis
angbat1,Angola Batis
whihel1,White-crested Helmetshrike
gychel1,Gray-crested Helmetshrike
yechel1,Yellow-crested Helmetshrike
chbhel1,Red-billed Helmetshrike
rubhel1,Rufous-bellied Helmetshrike
rethel1,Retz's Helmetshrike
anghel1,Angola Helmetshrike
chfhel1,Chestnut-fronted Helmetshrike
afrshf1,African Shrike-flycatcher
bawfly1,Black-and-white Shrike-flycatcher
malwoo1,Malabar Woodshrike
larwoo1,Large Woodshrike
comwoo1,Common Woodshrike
srlwoo1,Sri Lanka Woodshrike
bwfshr1,Bar-winged Flycatcher-shrike
bwfshr2,Black-winged Flycatcher-shrike
ruwphi2,Rufous-winged Philentoma
mabphi2,Maroon-breasted Philentoma
arcnew1,Archbold's Newtonia
comnew1,Common Newtonia
darnew1,Dark Newtonia
retnew1,Red-tailed Newtonia
tylvan1,Tylas Vanga
retvan1,Red-tailed Vanga
resvan1,Red-shouldered Vanga
nuthat2,Nuthatch-Vanga
chavan2,Chabert Vanga
crobab1,Crossley's Vanga
bluvan2,Comoro Blue Vanga
bluvan3,Madagascar Blue Vanga
hobvan1,Hook-billed Vanga
warfly1,Ward's Flycatcher
rufvan1,Rufous Vanga
helvan1,Helmet Vanga
bervan1,Bernier's Vanga
sibvan1,Sickle-billed Vanga
whhvan1,White-headed Vanga
polvan1,Pollen's Vanga
lafvan1,Lafresnaye's Vanga
vadvan1,Van Dam's Vanga
borbri1,Bornean Bristlehead
comior1,Common Iora
whtior1,White-tailed Iora
greior2,Green Iora
greior1,Great Iora
brubru1,Brubru
norpuf1,Northern Puffback
pripuf1,Pringle's Puffback
blbpuf2,Black-backed Puffback
reepuf1,Red-eyed Puffback
